"Name","id","Last Updated","Phone","Website/Social Media","Neighborhood","Category","Latitude","Longitude","Address","Notes","Sub-Category","Zipcode","Created time","Status","Donate","Source","Hours","Pickup Offered","Delivery Offered","Special Accommodation Hours","Delivery/Pickup Notes","MWBE","Instagram","Email","SNAP/EBT","WIC","Delivery Apps","Type of Service","Black Owned Business"
"Aanchal",1545,,"(718) 349-9060","http://www.aanchallongislandcity.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746597,-73.945719,"4512 23rd St, Queens","Pickup & Delivery 718-349-9060
","meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"BLVD Wine Bar",1546,,"(718) 440-8520","http://www.blvdlic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745704,-73.956269,"4720 Center Blvd, Long Island City","Pickup & Delivery 718-440-8520
","bar,restaurant,food","11109","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Skinny's Cantina",1547,,"(718) 729-8300","http://www.skinnyscantina.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745704,-73.956269,"4705 Center Blvd, Long Island City","Pickup & Delivery 718-729-8300
","bar,restaurant,food","11109","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Blend",1548,,"(718) 729-2800","https://www.blendlic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745407,-73.953436,"47-04 Vernon Blvd, Long Island City","Pickup & Delivery 718- 729-2800 Beer, wine, sangria, and frozen drinks to go also available
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Beebe's",1549,,"(718) 208-2895","https://www.beebesnyc.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.75487,-73.93596,"38-28 27th St, Long Island City","Pickup & Delivery 718-208-2895 15% off phone orders, 50% off wine Read more: <https://ediblequeens.ediblecommunities.com/eat/beebes-check-or-don-t-be-sure-check-out-kicked-hotel-fare>
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bareburger",1550,,"(718) 937-2273","https://bareburger.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743476,-73.953562,"48-19 Vernon Blvd, Long Island City","Pickup & Delivery (718) 937-2273 <https://www.gofundme.com/f/feeding-essential-workers-during-tough-times>
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bierocracy",1551,,"(718) 361-9333","http://www.bierocracy.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744018,-73.950265,"12-23 Jackson Ave, Long Island City","Pickup & Delivery (929) 435-2688
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Blue Streak Wines & Spirits",1552,,"(718) 706-9463","http://www.bluestreakwine.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745915,-73.95777,"4720 Center Blvd, Long Island City","Pickup & Delivery (718) 706-9463
","liquor_store,food","11109","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bricktown Bagels and Cafe",1553,,"(718) 361-2428","https://www.bricktownbagelscafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74183,-73.954663,"5106 Vernon Blvd, Long Island City","Pickup & Delivery (718) 361-2428
","bakery,cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Bella Via Restaurant",1554,,"(718) 361-7510","http://www.bellavialic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744266,-73.953834,"47-46 Vernon Blvd, Long Island City","Pickup & Delivery 718-361-7510 Craft Beer $4; Rose Prosecco $4; Bloody Mary, Mimosa, Aperol Spritz & Sangria- $6
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Centro",1555,,"(718) 361-1965","https://www.centropizzabar.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744929,-73.953128,"47-23 Vernon Blvd, Queens","Pickup & Delivery 718-361-1965 FREE DELIVERY ($10 Minimum - Phone Orders Only)
","meal_delivery,meal_takeaway,bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Corner Bistro",1556,,"(718) 606-6500","http://www.cornerbistrony.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74496,-73.95362,"47-18 Vernon Blvd, Long Island City","Pickup & Delivery (718) 606-6500 Delivery through Caviar and Doordash
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Corazon De Mexico",1557,,"(929) 208-4764","http://www.corazondemexicony.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742835,-73.953518,"10-09 50th Ave, Long Island City","Pickup & Delivery 3473997236
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Teriyaki 365",1558,,"(718) 361-0365","http://www.teriyaki365.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.752106,-73.921464,"42-02 Northern Blvd, Long Island City","Pickup & Delivery (718) 361-0365
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Singas Famous Pizza",1559,"2020-06-10T19:56:00.000Z","(718) 392-7724","https://singasgrill.ordersnapp.com/home?external_store_id=412","Hunters Point-Sunnyside-West Maspeth","Restaurants",40.752106,-73.921464,"4202 Northern Blvd, Long Island City","
","Pizza","11101","2020-05-29T17:32:14.000Z","Open",,,"11AM-10PM
","Yes","Yes",,,,,,,,,,
"Square Wine & Spirits",1560,,"(718) 707-9911","https://www.squarewine.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746065,-73.944301,"24-20 Jackson Ave, Queens","Pickup & Delivery 718- 707-9911 20% discount available for all first orders on the app. Visit <https://www.squarewine.com/sign-up>
","liquor_store,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Market Pantry",1561,,"(718) 606-2299","http://www.pantryeatery.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746065,-73.944301,"24-20 Jackson Ave, Long Island City","Pickup & Delivery (718) 606-2299
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pantry Eatery",1562,,"(718) 606-2299","http://www.pantryeatery.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.746065,-73.944301,"24-20 Jackson Ave, Long Island City","Pickup & Delivery (718) 606-2299
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Van Dam Diner",1563,,"(718) 392-8371","http://www.ordervandamdiner.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743092,-73.933659,"4555 Van Dam St, Long Island City","Pickup & Delivery 718-392-1686
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Niforos Corner",1564,,"(718) 545-5971","http://www.niforoscornerastoria.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.761355,-73.940075,"35-60 11th St, Queens","Pickup & Delivery 7185455971
","meal_delivery,cafe,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sparks Deli & Restaurant",1565,,"(718) 392-0757",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.738934,-73.941055,"2831 Borden Ave, Long Island City","Pickup & Delivery 7183920757
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Levante",1566,,"(718) 392-3885","http://levantelic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747598,-73.941715,"26-21 Jackson Ave, Long Island City","Pickup & Delivery (718) 392-3885 Order through levantelic.com, limited menu with wine available for 20% off
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Massa's Pizza of LIC",1567,,"(718) 433-4646","http://www.massaslic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.749551,-73.939739,"42-12 28th St #2, Long Island City","Pickup & Delivery 631-827-3418 15% off all orders, plus alcohol available for delivery
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"LIC Beer Project",1568,,"(917) 832-6840","http://licbp.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.754952,-73.93924,"39-28 23rd St, Long Island City","Pickup & Delivery (917) 832-6840
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Little Chef Little Cafe",1569,,,"https://www.littlecheflittlecafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74457,-73.954181,"5-43 48th Ave, Long Island City","Pickup & Delivery <https://www.littlecheflittlecafe.com/> Free delivery for orders over $25 with .25 mile of the cafe
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Rockaway Brewing",1570,,"(718) 482-6528","http://rockawaybrewco.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747066,-73.954841,"46-01 5th St, Long Island City","Pickup & Delivery 718- 474-2339
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Thai Tree",1571,,"(718) 806-1046","http://orderthaitree.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.737939,-73.929411,"36-17 Greenpoint Ave, Long Island City","Pickup & Delivery 7188061046
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Poms Gourmet Market",1572,,"(347) 649-1392",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747155,-73.941451,"Queens","takeout & delivery (347) 649-1392
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"House of Thai",1573,,"(929) 522-0247","https://www.houseofthainy.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.75355,-73.937709,"2501 40th Ave, Long Island City","Pickup & Delivery 929-522-0247
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Yin Hot Pot",1574,,"(718) 255-6286",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.745735,-73.945232,"2310 Jackson Ave, Queens","Pickup & Delivery (718) 255-6286
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"sLICe",1575,,"(718) 937-5423","https://www.slicelic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743695,-73.95354,"48-11 Vernon Blvd, Long Island City","Pickup & Delivery (718) 937-5423 Show our local CoVID-19 heroes your love and appreciation by donating a pie for them. For every pie that is donated we will match it and send to a local hospital the next day. <https://www.toasttab.com/slice-astoria/v3#!/>
","meal_delivery,meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Tropical II Restaurant",1576,,"(718) 392-2734","https://tropical-restaurants.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.737505,-73.929536,"36-10 Greenpoint Ave, Long Island City","Pickup & Delivery 7183922734
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"T.D. Big J Deli Corp.",1577,,"(718) 392-2525",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.73406,-73.937397,"Long Island City","Pickup & Delivery 7183922525
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Taste Creme",1578,,"(929) 260-0856","http://www.tastecreme.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744422,-73.949564,"13-11 Jackson Ave, Long Island City","Pickup & Delivery (646) 580-2688
","bakery,cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Harissa Grill",1579,,"(347) 924-9090","http://www.harissagrill.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742183,-73.936448,"30-30 47th Ave suite 130, Queens","Pickup & Delivery 347-294-9090
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Vanessa's Dumplings",1580,,"(718) 298-4388","http://www.vanessas.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742183,-73.936448,"30-30 47th Ave, Long Island City","Pickup & Delivery 718-298-4388
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Takumen",1581,,"(718) 361-7973","http://www.takumenlic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742657,-73.954697,"5-50 50th Ave, Long Island City","Pickup & Delivery (718) 361-7973 10% Discount will be offered taken by Phone and Walk in Orders
","cafe,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Hibino LIC",1582,,"(718) 392-5190","https://hibino-lic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742639,-73.952001,"10-70 Jackson Ave, Long Island City","Pickup & Delivery (718) 392-5190 Doing takeout but delivery is $30 Minimum
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Sanchez Luncheonette",1583,,"(718) 450-7409",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.759088,-73.944017,"38-01 Vernon Blvd, Long Island City","Pickup & Delivery 7184507409
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Pumpernickel Bagel",1584,,"(718) 361-9422",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747297,-73.944639,"2310 44th Dr, Long Island City","Pickup & Delivery (718) 361-9422 Order online to receive a discount
","bakery,meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Hidalgo Mexican Food",1585,,"(917) 832-6783","http://orderhidalgomexicanfood.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.763254,-73.941141,"35-09 Vernon Blvd, Astoria","Pickup & Delivery (917) 832-6783
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"II Falco",1586,,"(718) 707-0009","http://ilfalcolic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.747497,-73.945558,"21-50 44th Dr, Queens","Pickup & Delivery  wine and cocktails delivered at a discounted prices
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"L. M. Cafe",1587,,"(347) 612-4200","https://lmcafe-breakfastrestaurant.business.site/?utm_source=gmb&utm_medium=referral","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.749396,-73.948758,"11-11 44th Rd, Long Island City","Pickup & Delivery 347-612-4200 Visit Instagram page @LMcafe to see special offers
","bakery,cafe,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Manettas Ristorante",1588,,"(718) 786-6171","http://www.manettaslic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742698,-73.951839,"10-76 Jackson Ave, Long Island City","Pickup & Delivery 718-786-6171
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Jackson's Eatery",1589,,"(347) 649-1721","http://jacksonslic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.742437,-73.953244,"10-37 Jackson Ave, Long Island City","Pickup & Delivery (347) 649-1721
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"M. Wells Steakhouse",1590,,"(718) 786-9060","http://magasinwells.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74839,-73.942272,"43-15 Crescent St, Long Island City","Pickup & Delivery 718-786-9060 Big deep dishes for the fridge and freezer available Gift cards and merchandise available online
","bar,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Panini Tozt Cafe",1591,,"(718) 786-8200","http://orderpaninitoztcafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.750314,-73.940447,"25-02 Queens Plaza S, Long Island City","Pickup & Delivery 718-786-8200
","meal_takeaway,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Plaza Market",1592,,"(718) 786-8200","http://www.plazapaninicafe.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.750314,-73.940447,"25-02 Queens Plaza S, Long Island City","Pickup & Delivery (718) 786-0040
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Packard Cafe",1593,,"(718) 392-2323","http://packardcafe.com/location.html","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.751493,-73.940081,"41 -34th Street, Crescent St, Astoria","Pickup & Delivery 7183922323
","cafe,meal_delivery,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Hudson Food Market",1594,,"(718) 482-7403","https://hudsonfoodmarketlic.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.749948,-73.937493,"29th St, Long Island City","Pickup & Delivery 718-482-7402
","food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Melting Pot Cuisine",1595,,"(718) 606-2670","http://ordermeltingpotcuisine.com/","Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.761781,-73.942303,"3601 Vernon Blvd, Queens","Pickup & Delivery 718-606-2670
","meal_delivery,restaurant,food","11106","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Piatto",1596,,"(718) 361-2751","https://piattolic.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74327,-73.959165,"1-50 50th Ave, Long Island City","Pickup & Delivery 718-361-2751
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Spice",1597,,"(718) 392-7888","http://www.spicethai.nyc/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.744173,-73.95334,"4745 Vernon Blvd, Long Island City","Pickup & Delivery (718) 392-7888 Beer, Wine, and Cocktails also available for takeout
","restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Urban Market",1598,,"(718) 433-4995","http://www.keyfood.com/pd/stores/NY/Long-Island-City/Urban-Market-1780/F3AA127595","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.743249,-73.957904,"50-01 2nd St, Long Island City","Pickup & Delivery 718-433-4995
","Supermarket,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Olives Organic Market",1599,,"(917) 745-0032","http://www.olivesorganicmarket.com/","Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.749178,-73.94052,"4237 27th St, Long Island City","Pickup & Delivery 917-745-0032
","Supermarket,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Zoe's Place",1600,,"(718) 361-7895",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.757132,-73.944264,"38-70 10th St, Queens","Pickup & Delivery 7183617895
","bar","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Moge Tee LIC",1601,,"(518) 418-0137",,"Hunters Point-Sunnyside-West Maspeth","Restaurants, Bars, Cafes & Bakeries",40.74982,-73.941654,"42-32 Crescent St, Queens","Pickup & Delivery 518-418-0137
","meal_delivery,cafe,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mike's Pizza",1602,,"(718) 482-7572",,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.752141,-73.934353,"39-37 30th St, Long Island City","Pickup & Delivery 718-482-7572
","meal_delivery,restaurant,food","11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Non Sequitur Beer Project",1603,"2020-04-14T04:00:00.000Z",,,"Mott Haven-Port Morris","Restaurants, Bars, Cafes & Bakeries",40.80003,-73.911382,,"Citywide beer delivery. Order @  [www.nonsequiturbeer.com/shop][1]

  [1]: http://www.nonsequiturbeer.com/shop
",,"10454","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Tiger Sugar",1604,,,,"Queensbridge-Ravenswood-Long Island City","Restaurants, Bars, Cafes & Bakeries",40.752967,-73.937463,,"Pickup & Delivery (347) 732-4001
",,"11101","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Yuppduk NYC",1605,,"(718) 353-0081","https://www.nyyupdduk.com/","Murray Hill","Restaurants, Bars, Cafes & Bakeries",40.7634367,-73.8077214,"157-22 Northern Blvd, Queens","Pickup & Delivery (718) 353-0081 11:30am-10pm
","restaurant,food","11354","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Mad For Chicken",1606,,"(718) 321-3818","http://madforchicken.com/","Murray Hill","Restaurants, Bars, Cafes & Bakeries",40.7634063,-73.8075793,"15720 Northern Blvd, Queens","Pickup & Delivery (718) 321-3818 12pm-1am (2am Fri and Sat)
","bar,restaurant,food","11354","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Martiniellos IV Pizzeria",1607,,"(718) 661-3344","https://www.martiniellos.com/","College Point","Restaurants, Bars, Cafes & Bakeries",40.778735,-73.845894,"2249 College Point Blvd, Flushing","Pickup & Delivery (718) 661-3344
","restaurant,food","11356","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
"Dumpling Legend",1608,,"(718) 380-0028","http://www.dumplinglegend.com/","Fresh Meadows-Utopia","Restaurants, Bars, Cafes & Bakeries",40.726165,-73.791187,"176-61 Union Tpke, Queens","Pickup & Delivery (718) 380-0028
","restaurant,food","11366","2020-05-29T17:32:14.000Z",,,,,,,,,,,,,,,,
